source,state,generation,year,month
solar,Dadra and Nagar Haveli and Daman and Diu,1.58,2024-25,February
solar,Dadra and Nagar Haveli and Daman and Diu,1.37,2024-25,January
solar,Dadra and Nagar Haveli and Daman and Diu,0.7,2024-25,July
solar,Dadra and Nagar Haveli and Daman and Diu,1.25,2024-25,June
solar,Dadra and Nagar Haveli and Daman and Diu,1.58,2024-25,March
solar,Dadra and Nagar Haveli and Daman and Diu,1.69,2024-25,May
solar,Dadra and Nagar Haveli and Daman and Diu,1.23,2024-25,November
solar,Dadra and Nagar Haveli and Daman and Diu,1.23,2024-25,October
solar,Dadra and Nagar Haveli and Daman and Diu,1.14,2024-25,September
solar,Dadra and Nagar Haveli and Daman and Diu,1.58,2025-26,April
solar,Dadra and Nagar Haveli and Daman and Diu,1.69,2025-26,August
solar,Dadra and Nagar Haveli and Daman and Diu,1.69,2025-26,December
solar,Dadra and Nagar Haveli and Daman and Diu,1.69,2025-26,February
solar,Dadra and Nagar Haveli and Daman and Diu,4.76,2025-26,January
solar,Dadra and Nagar Haveli and Daman and Diu,1.69,2025-26,July
solar,Dadra and Nagar Haveli and Daman and Diu,1.69,2025-26,June
solar,Dadra and Nagar Haveli and Daman and Diu,1.69,2025-26,March
solar,Dadra and Nagar Haveli and Daman and Diu,1.69,2025-26,May
solar,Dadra and Nagar Haveli and Daman and Diu,1.69,2025-26,November
solar,Dadra and Nagar Haveli and Daman and Diu,1.69,2025-26,October
solar,Dadra and Nagar Haveli and Daman and Diu,1.69,2025-26,September
solar,Dadra and Nagar Haveli and Daman and Diu,1.69,2026-27,April
solar,Dadra and Nagar Haveli and Daman and Diu,0.0,2026-27,August
solar,Dadra and Nagar Haveli and Daman and Diu,0.0,2026-27,December
solar,Dadra and Nagar Haveli and Daman and Diu,0.0,2026-27,February
solar,Dadra and Nagar Haveli and Daman and Diu,0.0,2026-27,January
solar,Dadra and Nagar Haveli and Daman and Diu,0.0,2026-27,July
solar,Dadra and Nagar Haveli and Daman and Diu,1.69,2026-27,June
solar,Dadra and Nagar Haveli and Daman and Diu,0.0,2026-27,March
solar,Dadra and Nagar Haveli and Daman and Diu,1.69,2026-27,May
solar,Dadra and Nagar Haveli and Daman and Diu,0.0,2026-27,November
solar,Dadra and Nagar Haveli and Daman and Diu,0.0,2026-27,October
solar,Dadra and Nagar Haveli and Daman and Diu,0.0,2026-27,September
solar,Delhi,0.83,2015-16,April
solar,Delhi,0.19,2015-16,August
solar,Delhi,0.1,2015-16,December
solar,Delhi,0.47,2015-16,February
solar,Delhi,0.14,2015-16,January
solar,Delhi,0.2,2015-16,July
solar,Delhi,0.25,2015-16,June
solar,Delhi,0.31,2015-16,March
solar,Delhi,0.6,2015-16,May
solar,Delhi,0.47,2015-16,November
solar,Delhi,0.25,2015-16,October
solar,Delhi,0.31,2015-16,September
solar,Delhi,0.35,2016-17,April
solar,Delhi,0.24,2016-17,August
solar,Delhi,0.66,2016-17,December
solar,Delhi,0.26,2016-17,February
solar,Delhi,0.63,2016-17,January
solar,Delhi,0.19,2016-17,July
solar,Delhi,0.24,2016-17,June
solar,Delhi,1.42,2016-17,March
solar,Delhi,0.28,2016-17,May
solar,Delhi,0.96,2016-17,November
solar,Delhi,0.23,2016-17,October
solar,Delhi,0.22,2016-17,September
solar,Delhi,1.33,2017-18,April
solar,Delhi,1.07,2017-18,August
solar,Delhi,0.87,2017-18,December
solar,Delhi,1.19,2017-18,February
solar,Delhi,0.96,2017-18,January
solar,Delhi,1.19,2017-18,July
solar,Delhi,1.53,2017-18,June
solar,Delhi,1.19,2017-18,March
solar,Delhi,1.11,2017-18,May
solar,Delhi,0.77,2017-18,November
solar,Delhi,1.08,2017-18,October
solar,Delhi,1.11,2017-18,September
solar,Delhi,1.25,2018-19,April
solar,Delhi,1.04,2018-19,August
solar,Delhi,0.51,2018-19,December
solar,Delhi,0.4,2018-19,February
solar,Delhi,0.48,2018-19,January
solar,Delhi,1.12,2018-19,July
solar,Delhi,1.26,2018-19,June
solar,Delhi,0.63,2018-19,March
solar,Delhi,1.29,2018-19,May
solar,Delhi,0.85,2018-19,November
solar,Delhi,1.02,2018-19,October
solar,Delhi,0.97,2018-19,September
solar,Delhi,0.78,2019-20,April
solar,Delhi,1.04,2019-20,August
solar,Delhi,7.09,2019-20,December
solar,Delhi,11.08,2019-20,February
solar,Delhi,7.09,2019-20,January
solar,Delhi,0.88,2019-20,July
solar,Delhi,0.96,2019-20,June
solar,Delhi,8.46,2019-20,March
solar,Delhi,1.06,2019-20,May
solar,Delhi,8.73,2019-20,November
solar,Delhi,12.74,2019-20,October
solar,Delhi,12.74,2019-20,September
solar,Delhi,14.6,2020-21,April
solar,Delhi,14.53,2020-21,August
solar,Delhi,12.22,2020-21,December
solar,Delhi,11.74,2020-21,February
solar,Delhi,12.22,2020-21,January
solar,Delhi,17.16,2020-21,July
solar,Delhi,18.78,2020-21,June
solar,Delhi,15.16,2020-21,March
solar,Delhi,21.79,2020-21,May
solar,Delhi,17.32,2020-21,November
solar,Delhi,17.32,2020-21,October
solar,Delhi,17.16,2020-21,September
solar,Delhi,15.16,2021-22,April
solar,Delhi,20.04,2021-22,August
solar,Delhi,20.04,2021-22,December
solar,Delhi,20.04,2021-22,February
solar,Delhi,20.04,2021-22,January
solar,Delhi,20.04,2021-22,July
solar,Delhi,15.16,2021-22,June
solar,Delhi,20.04,2021-22,March
solar,Delhi,15.16,2021-22,May
solar,Delhi,20.04,2021-22,November
solar,Delhi,20.04,2021-22,October
solar,Delhi,20.04,2021-22,September
solar,Delhi,20.04,2022-23,April
solar,Delhi,22.64,2022-23,August
solar,Delhi,17.08,2022-23,December
solar,Delhi,17.21,2022-23,February
solar,Delhi,17.21,2022-23,January
solar,Delhi,22.64,2022-23,July
solar,Delhi,22.64,2022-23,June
solar,Delhi,17.21,2022-23,March
solar,Delhi,22.64,2022-23,May
solar,Delhi,17.08,2022-23,November
solar,Delhi,17.08,2022-23,October
solar,Delhi,22.64,2022-23,September
solar,Delhi,17.21,2023-24,April
solar,Delhi,17.21,2023-24,August
solar,Delhi,17.21,2023-24,December
solar,Delhi,17.21,2023-24,February
solar,Delhi,17.21,2023-24,January
solar,Delhi,17.21,2023-24,July
solar,Delhi,17.21,2023-24,June
solar,Delhi,17.21,2023-24,March
solar,Delhi,17.21,2023-24,May
solar,Delhi,17.21,2023-24,November
solar,Delhi,17.21,2023-24,October
solar,Delhi,17.21,2023-24,September
solar,Delhi,17.21,2024-25,April
solar,Delhi,17.21,2024-25,August
solar,Delhi,17.21,2024-25,December
solar,Delhi,17.21,2024-25,February
solar,Delhi,17.21,2024-25,January
solar,Delhi,17.21,2024-25,July
solar,Delhi,17.21,2024-25,June
solar,Delhi,17.21,2024-25,March
solar,Delhi,17.21,2024-25,May
solar,Delhi,17.21,2024-25,November
solar,Delhi,17.21,2024-25,October
solar,Delhi,17.21,2024-25,September
solar,Delhi,17.21,2025-26,April
solar,Delhi,17.21,2025-26,August
solar,Delhi,17.21,2025-26,December
solar,Delhi,17.21,2025-26,February
solar,Delhi,17.21,2025-26,January
solar,Delhi,17.21,2025-26,July
solar,Delhi,17.21,2025-26,June
solar,Delhi,17.21,2025-26,March
solar,Delhi,17.21,2025-26,May
solar,Delhi,17.21,2025-26,November
solar,Delhi,17.21,2025-26,October
solar,Delhi,17.21,2025-26,September
solar,Delhi,17.21,2026-27,April
solar,Delhi,0.0,2026-27,August
solar,Delhi,0.0,2026-27,December
solar,Delhi,0.0,2026-27,February
solar,Delhi,0.0,2026-27,January
solar,Delhi,0.0,2026-27,July
solar,Delhi,17.21,2026-27,June
solar,Delhi,0.0,2026-27,March
solar,Delhi,17.21,2026-27,May
solar,Delhi,0.0,2026-27,November
solar,Delhi,0.0,2026-27,October
solar,Delhi,0.0,2026-27,September
solar,Goa,0.0,2015-16,April
solar,Goa,0.0,2015-16,August
solar,Goa,0.0,2015-16,December
solar,Goa,0.0,2015-16,February
solar,Goa,0.0,2015-16,January
solar,Goa,0.0,2015-16,July
solar,Goa,0.0,2015-16,June
solar,Goa,0.0,2015-16,March
solar,Goa,0.0,2015-16,May
solar,Goa,0.0,2015-16,November
solar,Goa,0.0,2015-16,October
solar,Goa,0.0,2015-16,September
solar,Goa,0.0,2016-17,April
solar,Goa,0.0,2016-17,August
solar,Goa,0.0,2016-17,December
solar,Goa,0.0,2016-17,February
solar,Goa,0.0,2016-17,January
solar,Goa,0.0,2016-17,July
solar,Goa,0.0,2016-17,June
solar,Goa,0.0,2016-17,March
solar,Goa,0.0,2016-17,May
solar,Goa,0.0,2016-17,November
solar,Goa,0.0,2016-17,October
solar,Goa,0.0,2016-17,September
solar,Goa,0.0,2017-18,April
solar,Goa,0.0,2017-18,August
solar,Goa,0.0,2017-18,December
solar,Goa,0.0,2017-18,February
solar,Goa,0.0,2017-18,January
solar,Goa,0.0,2017-18,July
solar,Goa,0.0,2017-18,June
solar,Goa,0.0,2017-18,March
solar,Goa,0.0,2017-18,May
solar,Goa,0.0,2017-18,November
solar,Goa,0.0,2017-18,October
solar,Goa,0.0,2017-18,September
solar,Goa,0.0,2018-19,April
solar,Goa,0.0,2018-19,August
solar,Goa,0.0,2018-19,December
solar,Goa,0.0,2018-19,February
solar,Goa,0.0,2018-19,January
solar,Goa,0.0,2018-19,July
solar,Goa,0.0,2018-19,June
solar,Goa,0.0,2018-19,March
solar,Goa,0.0,2018-19,May
solar,Goa,0.0,2018-19,November
solar,Goa,0.0,2018-19,October
solar,Goa,0.0,2018-19,September
solar,Goa,0.0,2019-20,April
solar,Goa,0.0,2019-20,August
solar,Goa,0.14,2019-20,December
solar,Goa,0.15,2019-20,February
solar,Goa,0.14,2019-20,January
solar,Goa,0.0,2019-20,July
solar,Goa,0.0,2019-20,June
solar,Goa,0.13,2019-20,March
solar,Goa,0.0,2019-20,May
solar,Goa,0.14,2019-20,November
solar,Goa,0.12,2019-20,October
solar,Goa,0.0,2019-20,September
solar,Goa,0.15,2020-21,April
solar,Goa,0.09,2020-21,August
solar,Goa,0.14,2020-21,December
solar,Goa,0.1,2020-21,February
solar,Goa,0.14,2020-21,January
solar,Goa,0.09,2020-21,July
solar,Goa,0.09,2020-21,June
solar,Goa,0.15,2020-21,March
solar,Goa,0.15,2020-21,May
solar,Goa,0.14,2020-21,November
solar,Goa,0.12,2020-21,October
solar,Goa,0.1,2020-21,September
solar,Goa,0.15,2021-22,April
solar,Goa,0.11,2021-22,August
solar,Goa,1.34,2021-22,December
solar,Goa,1.83,2021-22,February
solar,Goa,1.51,2021-22,January
solar,Goa,0.08,2021-22,July
solar,Goa,0.1,2021-22,June
solar,Goa,2.3,2021-22,March
solar,Goa,0.1,2021-22,May
solar,Goa,0.11,2021-22,November
solar,Goa,0.1,2021-22,October
solar,Goa,0.1,2021-22,September
solar,Goa,0.42,2022-23,April
solar,Goa,1.51,2022-23,August
solar,Goa,1.51,2022-23,December
solar,Goa,1.51,2022-23,February
solar,Goa,1.51,2022-23,January
solar,Goa,0.0,2022-23,July
solar,Goa,0.42,2022-23,June
solar,Goa,1.51,2022-23,March
solar,Goa,0.42,2022-23,May
solar,Goa,1.51,2022-23,November
solar,Goa,1.51,2022-23,October
solar,Goa,1.51,2022-23,September
solar,Goa,1.51,2023-24,April
solar,Goa,6.29,2023-24,August
solar,Goa,4.76,2023-24,December
solar,Goa,4.76,2023-24,February
solar,Goa,4.76,2023-24,January
solar,Goa,6.29,2023-24,July
solar,Goa,6.29,2023-24,June
solar,Goa,4.76,2023-24,March
solar,Goa,6.29,2023-24,May
solar,Goa,4.76,2023-24,November
solar,Goa,4.76,2023-24,October
solar,Goa,4.76,2023-24,September
solar,Goa,4.76,2024-25,April
solar,Goa,4.76,2024-25,August
solar,Goa,4.76,2024-25,December
solar,Goa,4.76,2024-25,February
solar,Goa,4.76,2024-25,January
solar,Goa,4.76,2024-25,July
solar,Goa,4.76,2024-25,June
solar,Goa,4.76,2024-25,March
solar,Goa,4.76,2024-25,May
solar,Goa,4.76,2024-25,November
solar,Goa,4.76,2024-25,October
solar,Goa,4.76,2024-25,September
solar,Goa,4.76,2025-26,April
solar,Goa,4.76,2025-26,August
solar,Goa,4.76,2025-26,December
solar,Goa,4.76,2025-26,February
solar,Goa,1.69,2025-26,January
solar,Goa,4.76,2025-26,July
solar,Goa,4.76,2025-26,June
solar,Goa,4.76,2025-26,March
solar,Goa,4.76,2025-26,May
solar,Goa,4.76,2025-26,November
solar,Goa,4.76,2025-26,October
solar,Goa,4.76,2025-26,September
solar,Goa,4.76,2026-27,April
solar,Goa,0.0,2026-27,August
solar,Goa,0.0,2026-27,December
solar,Goa,0.0,2026-27,February
solar,Goa,0.0,2026-27,January
solar,Goa,0.0,2026-27,July
solar,Goa,3.35,2026-27,June
solar,Goa,0.0,2026-27,March
solar,Goa,4.76,2026-27,May
solar,Goa,0.0,2026-27,November
solar,Goa,0.0,2026-27,October
solar,Goa,0.0,2026-27,September
solar,Gujarat,152.45,2015-16,April
solar,Gujarat,103.89,2015-16,August
solar,Gujarat,138.69,2015-16,December
solar,Gujarat,143.23,2015-16,February
solar,Gujarat,0.0,2015-16,January
solar,Gujarat,95.12,2015-16,July
solar,Gujarat,125.86,2015-16,June
solar,Gujarat,169.93,2015-16,March
solar,Gujarat,160.88,2015-16,May
solar,Gujarat,127.39,2015-16,November
solar,Gujarat,149.79,2015-16,October
solar,Gujarat,130.37,2015-16,September
solar,Gujarat,170.97,2016-17,April
solar,Gujarat,95.03,2016-17,August
solar,Gujarat,151.17,2016-17,December
solar,Gujarat,152.19,2016-17,February
solar,Gujarat,148.96,2016-17,January
solar,Gujarat,103.35,2016-17,July
solar,Gujarat,138.71,2016-17,June
solar,Gujarat,176.44,2016-17,March
solar,Gujarat,165.63,2016-17,May
solar,Gujarat,147.56,2016-17,November
solar,Gujarat,147.39,2016-17,October
solar,Gujarat,140.88,2016-17,September
solar,Gujarat,186.25,2017-18,April
solar,Gujarat,131.04,2017-18,August
solar,Gujarat,161.68,2017-18,December
solar,Gujarat,182.95,2017-18,February
solar,Gujarat,195.43,2017-18,January
solar,Gujarat,90.24,2017-18,July
solar,Gujarat,153.78,2017-18,June
solar,Gujarat,230.67,2017-18,March
solar,Gujarat,186.8,2017-18,May
solar,Gujarat,167.67,2017-18,November
solar,Gujarat,192.54,2017-18,October
solar,Gujarat,169.35,2017-18,September
solar,Gujarat,220.5,2018-19,April
solar,Gujarat,120.47,2018-19,August
solar,Gujarat,208.49,2018-19,December
solar,Gujarat,236.82,2018-19,February
solar,Gujarat,233.43,2018-19,January
solar,Gujarat,126.27,2018-19,July
solar,Gujarat,173.97,2018-19,June
solar,Gujarat,304.2,2018-19,March
solar,Gujarat,216.23,2018-19,May
solar,Gujarat,199.86,2018-19,November
solar,Gujarat,200.4,2018-19,October
solar,Gujarat,169.68,2018-19,September
solar,Gujarat,308.85,2019-20,April
solar,Gujarat,227.26,2019-20,August
solar,Gujarat,328.26,2019-20,December
solar,Gujarat,366.42,2019-20,February
solar,Gujarat,356.69,2019-20,January
solar,Gujarat,285.85,2019-20,July
solar,Gujarat,264.17,2019-20,June
solar,Gujarat,403.69,2019-20,March
solar,Gujarat,323.61,2019-20,May
solar,Gujarat,275.84,2019-20,November
solar,Gujarat,285.67,2019-20,October
solar,Gujarat,205.55,2019-20,September
solar,Gujarat,405.77,2020-21,April
solar,Gujarat,250.53,2020-21,August
solar,Gujarat,408.32,2020-21,December
solar,Gujarat,438.28,2020-21,February
solar,Gujarat,456.31,2020-21,January
solar,Gujarat,328.54,2020-21,July
solar,Gujarat,341.17,2020-21,June
solar,Gujarat,531.71,2020-21,March
solar,Gujarat,439.5,2020-21,May
solar,Gujarat,374.32,2020-21,November
solar,Gujarat,355.86,2020-21,October
solar,Gujarat,303.51,2020-21,September
solar,Gujarat,524.22,2021-22,April
solar,Gujarat,475.77,2021-22,August
solar,Gujarat,594.8,2021-22,December
solar,Gujarat,668.61,2021-22,February
solar,Gujarat,653.29,2021-22,January
solar,Gujarat,471.44,2021-22,July
solar,Gujarat,529.38,2021-22,June
solar,Gujarat,760.42,2021-22,March
solar,Gujarat,570.46,2021-22,May
solar,Gujarat,575.19,2021-22,November
solar,Gujarat,569.86,2021-22,October
solar,Gujarat,381.07,2021-22,September
solar,Gujarat,841.65,2022-23,April
solar,Gujarat,648.12,2022-23,August
solar,Gujarat,835.69,2022-23,December
solar,Gujarat,1052.57,2022-23,February
solar,Gujarat,1005.16,2022-23,January
solar,Gujarat,633.18,2022-23,July
solar,Gujarat,838.77,2022-23,June
solar,Gujarat,1066.91,2022-23,March
solar,Gujarat,925.93,2022-23,May
solar,Gujarat,821.67,2022-23,November
solar,Gujarat,890.54,2022-23,October
solar,Gujarat,775.12,2022-23,September
solar,Gujarat,1147.51,2023-24,April
solar,Gujarat,924.51,2023-24,August
solar,Gujarat,1065.84,2023-24,December
solar,Gujarat,1210.11,2023-24,February
solar,Gujarat,1226.22,2023-24,January
solar,Gujarat,779.54,2023-24,July
solar,Gujarat,907.11,2023-24,June
solar,Gujarat,1532.85,2023-24,March
solar,Gujarat,1428.45,2023-24,May
solar,Gujarat,1020.28,2023-24,November
solar,Gujarat,1221.38,2023-24,October
solar,Gujarat,1005.11,2023-24,September
solar,Gujarat,1574.4,2024-25,April
solar,Gujarat,1235.26,2024-25,August
solar,Gujarat,1448.86,2024-25,December
solar,Gujarat,1745.9,2024-25,February
solar,Gujarat,1822.79,2024-25,January
solar,Gujarat,1185.52,2024-25,July
solar,Gujarat,1470.71,2024-25,June
solar,Gujarat,3245.6,2024-25,March
solar,Gujarat,1752.88,2024-25,May
solar,Gujarat,1632.4,2024-25,November
solar,Gujarat,1614.24,2024-25,October
solar,Gujarat,1490.92,2024-25,September
solar,Gujarat,2371.73,2025-26,April
solar,Gujarat,1644.06,2025-26,August
solar,Gujarat,2195.09,2025-26,December
solar,Gujarat,3444.02,2025-26,February
solar,Gujarat,2940.89,2025-26,January
solar,Gujarat,1488.69,2025-26,July
solar,Gujarat,1559.77,2025-26,June
solar,Gujarat,4134.51,2025-26,March
solar,Gujarat,1995.33,2025-26,May
solar,Gujarat,2044.68,2025-26,November
solar,Gujarat,1865.45,2025-26,October
solar,Gujarat,1695.42,2025-26,September
solar,Gujarat,4806.12,2026-27,April
solar,Gujarat,0.0,2026-27,August
solar,Gujarat,0.0,2026-27,December
solar,Gujarat,0.0,2026-27,February
solar,Gujarat,0.0,2026-27,January
solar,Gujarat,3246.51,2026-27,July
solar,Gujarat,4550.16,2026-27,June
solar,Gujarat,0.0,2026-27,March
solar,Gujarat,4962.88,2026-27,May
solar,Gujarat,0.0,2026-27,November
solar,Gujarat,0.0,2026-27,October
solar,Gujarat,0.0,2026-27,September
solar,Haryana,2.02,2015-16,April
solar,Haryana,1.32,2015-16,August
solar,Haryana,1.15,2015-16,December
solar,Haryana,1.18,2015-16,February
solar,Haryana,1.15,2015-16,January
solar,Haryana,1.31,2015-16,July
solar,Haryana,1.62,2015-16,June
solar,Haryana,1.42,2015-16,March
solar,Haryana,2.23,2015-16,May
solar,Haryana,1.18,2015-16,November
solar,Haryana,1.4,2015-16,October
solar,Haryana,1.39,2015-16,September
solar,Haryana,1.51,2016-17,April
solar,Haryana,1.77,2016-17,August
solar,Haryana,1.58,2016-17,December
solar,Haryana,3.26,2016-17,February
solar,Haryana,1.5,2016-17,January
solar,Haryana,1.46,2016-17,July
solar,Haryana,2.03,2016-17,June
solar,Haryana,4.15,2016-17,March
solar,Haryana,1.52,2016-17,May
solar,Haryana,1.59,2016-17,November
solar,Haryana,1.93,2016-17,October
solar,Haryana,1.96,2016-17,September
solar,Haryana,4.51,2017-18,April
solar,Haryana,6.1,2017-18,August
solar,Haryana,5.29,2017-18,December
solar,Haryana,6.28,2017-18,February
solar,Haryana,5.53,2017-18,January
solar,Haryana,6.46,2017-18,July
solar,Haryana,6.44,2017-18,June
solar,Haryana,7.93,2017-18,March
solar,Haryana,6.69,2017-18,May
solar,Haryana,4.71,2017-18,November
solar,Haryana,6.46,2017-18,October
solar,Haryana,6.29,2017-18,September
solar,Haryana,7.26,2018-19,April
solar,Haryana,5.96,2018-19,August
solar,Haryana,5.8,2018-19,December
solar,Haryana,5.29,2018-19,February
solar,Haryana,5.16,2018-19,January
solar,Haryana,5.73,2018-19,July
solar,Haryana,6.09,2018-19,June
solar,Haryana,7.65,2018-19,March
solar,Haryana,7.27,2018-19,May
solar,Haryana,5.45,2018-19,November
solar,Haryana,6.63,2018-19,October
solar,Haryana,6.09,2018-19,September
solar,Haryana,7.18,2019-20,April
solar,Haryana,6.26,2019-20,August
solar,Haryana,14.77,2019-20,December
solar,Haryana,5.58,2019-20,February
solar,Haryana,15.85,2019-20,January
solar,Haryana,5.57,2019-20,July
solar,Haryana,6.4,2019-20,June
solar,Haryana,6.36,2019-20,March
solar,Haryana,7.64,2019-20,May
solar,Haryana,14.01,2019-20,November
solar,Haryana,18.04,2019-20,October
solar,Haryana,17.48,2019-20,September
solar,Haryana,6.45,2020-21,April
solar,Haryana,7.08,2020-21,August
solar,Haryana,9.34,2020-21,December
solar,Haryana,34.78,2020-21,February
solar,Haryana,27.68,2020-21,January
solar,Haryana,7.44,2020-21,July
solar,Haryana,5.84,2020-21,June
solar,Haryana,34.78,2020-21,March
solar,Haryana,5.77,2020-21,May
solar,Haryana,7.43,2020-21,November
solar,Haryana,8.9,2020-21,October
solar,Haryana,7.49,2020-21,September
solar,Haryana,39.72,2021-22,April
solar,Haryana,41.88,2021-22,August
solar,Haryana,57.37,2021-22,December
solar,Haryana,62.87,2021-22,February
solar,Haryana,54.17,2021-22,January
solar,Haryana,30.77,2021-22,July
solar,Haryana,33.66,2021-22,June
solar,Haryana,63.04,2021-22,March
solar,Haryana,36.5,2021-22,May
solar,Haryana,49.26,2021-22,November
solar,Haryana,53.04,2021-22,October
solar,Haryana,50.57,2021-22,September
solar,Haryana,63.04,2022-23,April
solar,Haryana,63.04,2022-23,August
solar,Haryana,19.64,2022-23,December
solar,Haryana,45.23,2022-23,February
solar,Haryana,12.02,2022-23,January
solar,Haryana,63.04,2022-23,July
solar,Haryana,63.04,2022-23,June
solar,Haryana,49.3,2022-23,March
solar,Haryana,63.04,2022-23,May
solar,Haryana,26.07,2022-23,November
solar,Haryana,24.7,2022-23,October
solar,Haryana,63.04,2022-23,September
solar,Haryana,57.14,2023-24,April
solar,Haryana,60.08,2023-24,August
solar,Haryana,96.9,2023-24,December
solar,Haryana,96.9,2023-24,February
solar,Haryana,96.9,2023-24,January
solar,Haryana,60.08,2023-24,July
solar,Haryana,60.08,2023-24,June
solar,Haryana,97.49,2023-24,March
solar,Haryana,57.14,2023-24,May
solar,Haryana,96.9,2023-24,November
solar,Haryana,114.02,2023-24,October
solar,Haryana,99.28,2023-24,September
solar,Haryana,118.98,2024-25,April
solar,Haryana,118.98,2024-25,August
solar,Haryana,122.22,2024-25,December
solar,Haryana,122.22,2024-25,February
solar,Haryana,122.22,2024-25,January
solar,Haryana,118.98,2024-25,July
solar,Haryana,118.98,2024-25,June
solar,Haryana,122.22,2024-25,March
solar,Haryana,118.98,2024-25,May
solar,Haryana,122.22,2024-25,November
solar,Haryana,135.36,2024-25,October
solar,Haryana,128.66,2024-25,September
solar,Haryana,122.22,2025-26,April
solar,Haryana,118.98,2025-26,August
solar,Haryana,164.31,2025-26,December
solar,Haryana,164.31,2025-26,February
solar,Haryana,164.31,2025-26,January
solar,Haryana,118.98,2025-26,July
solar,Haryana,118.98,2025-26,June
solar,Haryana,164.31,2025-26,March
solar,Haryana,118.98,2025-26,May
solar,Haryana,118.98,2025-26,November
solar,Haryana,118.98,2025-26,October
solar,Haryana,118.98,2025-26,September
solar,Haryana,164.31,2026-27,April
solar,Haryana,0.0,2026-27,August
solar,Haryana,0.0,2026-27,December
solar,Haryana,0.0,2026-27,February
solar,Haryana,0.0,2026-27,January
solar,Haryana,35.96,2026-27,July
solar,Haryana,164.31,2026-27,June
solar,Haryana,0.0,2026-27,March
solar,Haryana,164.31,2026-27,May
solar,Haryana,0.0,2026-27,November
solar,Haryana,0.0,2026-27,October
solar,Haryana,0.0,2026-27,September
solar,Himachal Pradesh,0.0,2015-16,April
solar,Himachal Pradesh,0.0,2015-16,August
solar,Himachal Pradesh,0.0,2015-16,December
solar,Himachal Pradesh,0.0,2015-16,February
solar,Himachal Pradesh,0.0,2015-16,January
solar,Himachal Pradesh,0.0,2015-16,July
solar,Himachal Pradesh,0.0,2015-16,June
solar,Himachal Pradesh,0.0,2015-16,March
solar,Himachal Pradesh,0.0,2015-16,May
solar,Himachal Pradesh,0.0,2015-16,November
solar,Himachal Pradesh,0.0,2015-16,October
solar,Himachal Pradesh,0.0,2015-16,September
solar,Himachal Pradesh,0.0,2016-17,April
solar,Himachal Pradesh,0.0,2016-17,August
solar,Himachal Pradesh,0.0,2016-17,December
solar,Himachal Pradesh,0.0,2016-17,February
solar,Himachal Pradesh,0.0,2016-17,January
solar,Himachal Pradesh,0.0,2016-17,July
solar,Himachal Pradesh,0.0,2016-17,June
solar,Himachal Pradesh,0.0,2016-17,March
solar,Himachal Pradesh,0.0,2016-17,May
solar,Himachal Pradesh,0.0,2016-17,November
solar,Himachal Pradesh,0.0,2016-17,October
solar,Himachal Pradesh,0.0,2016-17,September
solar,Himachal Pradesh,0.0,2017-18,April
solar,Himachal Pradesh,0.0,2017-18,August
solar,Himachal Pradesh,0.0,2017-18,December
solar,Himachal Pradesh,0.0,2017-18,February
solar,Himachal Pradesh,0.0,2017-18,January
solar,Himachal Pradesh,0.0,2017-18,July
solar,Himachal Pradesh,0.0,2017-18,June
solar,Himachal Pradesh,0.0,2017-18,March
solar,Himachal Pradesh,0.0,2017-18,May
solar,Himachal Pradesh,0.0,2017-18,November
solar,Himachal Pradesh,0.0,2017-18,October
solar,Himachal Pradesh,0.0,2017-18,September
solar,Himachal Pradesh,0.0,2018-19,April
solar,Himachal Pradesh,0.0,2018-19,August
solar,Himachal Pradesh,0.0,2018-19,December
solar,Himachal Pradesh,0.0,2018-19,February
solar,Himachal Pradesh,0.0,2018-19,January
solar,Himachal Pradesh,0.0,2018-19,July
solar,Himachal Pradesh,0.0,2018-19,June
solar,Himachal Pradesh,0.0,2018-19,March
solar,Himachal Pradesh,0.0,2018-19,May
solar,Himachal Pradesh,0.0,2018-19,November
solar,Himachal Pradesh,0.0,2018-19,October
solar,Himachal Pradesh,0.0,2018-19,September
solar,Himachal Pradesh,0.0,2019-20,April
solar,Himachal Pradesh,0.0,2019-20,August
solar,Himachal Pradesh,2.03,2019-20,December
solar,Himachal Pradesh,1.98,2019-20,February
solar,Himachal Pradesh,1.92,2019-20,January
solar,Himachal Pradesh,0.0,2019-20,July
solar,Himachal Pradesh,0.0,2019-20,June
solar,Himachal Pradesh,2.92,2019-20,March
solar,Himachal Pradesh,0.0,2019-20,May
solar,Himachal Pradesh,2.81,2019-20,November
solar,Himachal Pradesh,0.0,2019-20,October
solar,Himachal Pradesh,0.0,2019-20,September
solar,Himachal Pradesh,3.33,2020-21,April
solar,Himachal Pradesh,2.72,2020-21,August
solar,Himachal Pradesh,3.06,2020-21,December
solar,Himachal Pradesh,2.78,2020-21,February
solar,Himachal Pradesh,2.78,2020-21,January
solar,Himachal Pradesh,3.32,2020-21,July
solar,Himachal Pradesh,3.12,2020-21,June
solar,Himachal Pradesh,3.2,2020-21,March
solar,Himachal Pradesh,3.12,2020-21,May
solar,Himachal Pradesh,3.66,2020-21,November
solar,Himachal Pradesh,3.14,2020-21,October
solar,Himachal Pradesh,2.3,2020-21,September
solar,Himachal Pradesh,3.93,2021-22,April
solar,Himachal Pradesh,3.2,2021-22,August
solar,Himachal Pradesh,4.08,2021-22,December
