source,state,generation,year,month
solar,Andaman and Nicobar Islands,1.17,2015-16,April
solar,Andaman and Nicobar Islands,0.83,2015-16,August
solar,Andaman and Nicobar Islands,0.84,2015-16,December
solar,Andaman and Nicobar Islands,1.37,2015-16,February
solar,Andaman and Nicobar Islands,1.35,2015-16,January
solar,Andaman and Nicobar Islands,0.98,2015-16,July
solar,Andaman and Nicobar Islands,1.01,2015-16,June
solar,Andaman and Nicobar Islands,1.43,2015-16,March
solar,Andaman and Nicobar Islands,1.16,2015-16,May
solar,Andaman and Nicobar Islands,0.84,2015-16,November
solar,Andaman and Nicobar Islands,0.88,2015-16,October
solar,Andaman and Nicobar Islands,0.71,2015-16,September
solar,Andaman and Nicobar Islands,1.38,2016-17,April
solar,Andaman and Nicobar Islands,1.1,2016-17,August
solar,Andaman and Nicobar Islands,1.06,2016-17,December
solar,Andaman and Nicobar Islands,0.94,2016-17,February
solar,Andaman and Nicobar Islands,0.96,2016-17,January
solar,Andaman and Nicobar Islands,0.96,2016-17,July
solar,Andaman and Nicobar Islands,1.05,2016-17,June
solar,Andaman and Nicobar Islands,1.13,2016-17,March
solar,Andaman and Nicobar Islands,1.22,2016-17,May
solar,Andaman and Nicobar Islands,1.13,2016-17,November
solar,Andaman and Nicobar Islands,1.04,2016-17,October
solar,Andaman and Nicobar Islands,0.83,2016-17,September
solar,Andaman and Nicobar Islands,1.21,2017-18,April
solar,Andaman and Nicobar Islands,0.91,2017-18,August
solar,Andaman and Nicobar Islands,1.19,2017-18,December
solar,Andaman and Nicobar Islands,1.22,2017-18,February
solar,Andaman and Nicobar Islands,1.3,2017-18,January
solar,Andaman and Nicobar Islands,0.88,2017-18,July
solar,Andaman and Nicobar Islands,0.99,2017-18,June
solar,Andaman and Nicobar Islands,1.44,2017-18,March
solar,Andaman and Nicobar Islands,1.12,2017-18,May
solar,Andaman and Nicobar Islands,1.15,2017-18,November
solar,Andaman and Nicobar Islands,1.09,2017-18,October
solar,Andaman and Nicobar Islands,1.03,2017-18,September
solar,Andaman and Nicobar Islands,1.3,2018-19,April
solar,Andaman and Nicobar Islands,0.89,2018-19,August
solar,Andaman and Nicobar Islands,1.16,2018-19,December
solar,Andaman and Nicobar Islands,1.74,2018-19,February
solar,Andaman and Nicobar Islands,1.4,2018-19,January
solar,Andaman and Nicobar Islands,0.81,2018-19,July
solar,Andaman and Nicobar Islands,0.8,2018-19,June
solar,Andaman and Nicobar Islands,2.01,2018-19,March
solar,Andaman and Nicobar Islands,1.16,2018-19,May
solar,Andaman and Nicobar Islands,1.16,2018-19,November
solar,Andaman and Nicobar Islands,1.12,2018-19,October
solar,Andaman and Nicobar Islands,1.04,2018-19,September
solar,Andaman and Nicobar Islands,1.94,2019-20,April
solar,Andaman and Nicobar Islands,0.46,2019-20,August
solar,Andaman and Nicobar Islands,0.75,2019-20,December
solar,Andaman and Nicobar Islands,0.86,2019-20,February
solar,Andaman and Nicobar Islands,0.9,2019-20,January
solar,Andaman and Nicobar Islands,1.01,2019-20,July
solar,Andaman and Nicobar Islands,1.17,2019-20,June
solar,Andaman and Nicobar Islands,0.86,2019-20,March
solar,Andaman and Nicobar Islands,1.65,2019-20,May
solar,Andaman and Nicobar Islands,0.61,2019-20,November
solar,Andaman and Nicobar Islands,0.8,2019-20,October
solar,Andaman and Nicobar Islands,0.58,2019-20,September
solar,Andaman and Nicobar Islands,0.86,2020-21,April
solar,Andaman and Nicobar Islands,1.41,2020-21,August
solar,Andaman and Nicobar Islands,1.97,2020-21,December
solar,Andaman and Nicobar Islands,1.87,2020-21,February
solar,Andaman and Nicobar Islands,2.12,2020-21,January
solar,Andaman and Nicobar Islands,1.39,2020-21,July
solar,Andaman and Nicobar Islands,1.01,2020-21,June
solar,Andaman and Nicobar Islands,2.84,2020-21,March
solar,Andaman and Nicobar Islands,0.93,2020-21,May
solar,Andaman and Nicobar Islands,1.41,2020-21,November
solar,Andaman and Nicobar Islands,1.41,2020-21,October
solar,Andaman and Nicobar Islands,7.61,2020-21,September
solar,Andaman and Nicobar Islands,2.49,2021-22,April
solar,Andaman and Nicobar Islands,1.34,2021-22,August
solar,Andaman and Nicobar Islands,2.14,2021-22,December
solar,Andaman and Nicobar Islands,1.8,2021-22,February
solar,Andaman and Nicobar Islands,1.89,2021-22,January
solar,Andaman and Nicobar Islands,1.15,2021-22,July
solar,Andaman and Nicobar Islands,1.82,2021-22,June
solar,Andaman and Nicobar Islands,2.21,2021-22,March
solar,Andaman and Nicobar Islands,1.6,2021-22,May
solar,Andaman and Nicobar Islands,1.88,2021-22,November
solar,Andaman and Nicobar Islands,1.86,2021-22,October
solar,Andaman and Nicobar Islands,1.34,2021-22,September
solar,Andaman and Nicobar Islands,2.69,2022-23,April
solar,Andaman and Nicobar Islands,1.9,2022-23,August
solar,Andaman and Nicobar Islands,1.56,2022-23,December
solar,Andaman and Nicobar Islands,1.94,2022-23,February
solar,Andaman and Nicobar Islands,1.92,2022-23,January
solar,Andaman and Nicobar Islands,1.64,2022-23,July
solar,Andaman and Nicobar Islands,1.66,2022-23,June
solar,Andaman and Nicobar Islands,2.51,2022-23,March
solar,Andaman and Nicobar Islands,2.69,2022-23,May
solar,Andaman and Nicobar Islands,1.83,2022-23,November
solar,Andaman and Nicobar Islands,1.66,2022-23,October
solar,Andaman and Nicobar Islands,1.94,2022-23,September
solar,Andaman and Nicobar Islands,2.81,2023-24,April
solar,Andaman and Nicobar Islands,1.86,2023-24,August
solar,Andaman and Nicobar Islands,2.61,2023-24,December
solar,Andaman and Nicobar Islands,2.97,2023-24,February
solar,Andaman and Nicobar Islands,2.87,2023-24,January
solar,Andaman and Nicobar Islands,1.62,2023-24,July
solar,Andaman and Nicobar Islands,1.85,2023-24,June
solar,Andaman and Nicobar Islands,3.56,2023-24,March
solar,Andaman and Nicobar Islands,2.86,2023-24,May
solar,Andaman and Nicobar Islands,1.9,2023-24,November
solar,Andaman and Nicobar Islands,1.51,2023-24,October
solar,Andaman and Nicobar Islands,1.08,2023-24,September
solar,Andaman and Nicobar Islands,3.07,2024-25,April
solar,Andaman and Nicobar Islands,1.77,2024-25,August
solar,Andaman and Nicobar Islands,2.03,2024-25,December
solar,Andaman and Nicobar Islands,1.92,2024-25,February
solar,Andaman and Nicobar Islands,1.71,2024-25,January
solar,Andaman and Nicobar Islands,1.82,2024-25,July
solar,Andaman and Nicobar Islands,1.67,2024-25,June
solar,Andaman and Nicobar Islands,2.83,2024-25,March
solar,Andaman and Nicobar Islands,2.09,2024-25,May
solar,Andaman and Nicobar Islands,2.03,2024-25,November
solar,Andaman and Nicobar Islands,2.03,2024-25,October
solar,Andaman and Nicobar Islands,1.62,2024-25,September
solar,Andaman and Nicobar Islands,1.53,2025-26,April
solar,Andaman and Nicobar Islands,1.45,2025-26,August
solar,Andaman and Nicobar Islands,1.55,2025-26,December
solar,Andaman and Nicobar Islands,1.55,2025-26,February
solar,Andaman and Nicobar Islands,1.55,2025-26,January
solar,Andaman and Nicobar Islands,1.37,2025-26,July
solar,Andaman and Nicobar Islands,1.0,2025-26,June
solar,Andaman and Nicobar Islands,1.55,2025-26,March
solar,Andaman and Nicobar Islands,1.33,2025-26,May
solar,Andaman and Nicobar Islands,1.55,2025-26,November
solar,Andaman and Nicobar Islands,1.25,2025-26,October
solar,Andaman and Nicobar Islands,1.25,2025-26,September
solar,Andaman and Nicobar Islands,1.55,2026-27,April
solar,Andaman and Nicobar Islands,0.0,2026-27,August
solar,Andaman and Nicobar Islands,0.0,2026-27,December
solar,Andaman and Nicobar Islands,0.0,2026-27,February
solar,Andaman and Nicobar Islands,0.0,2026-27,January
solar,Andaman and Nicobar Islands,0.0,2026-27,July
solar,Andaman and Nicobar Islands,1.55,2026-27,June
solar,Andaman and Nicobar Islands,0.0,2026-27,March
solar,Andaman and Nicobar Islands,1.55,2026-27,May
solar,Andaman and Nicobar Islands,0.0,2026-27,November
solar,Andaman and Nicobar Islands,0.0,2026-27,October
solar,Andaman and Nicobar Islands,0.0,2026-27,September
solar,Andhra Pradesh,15.44,2015-16,April
solar,Andhra Pradesh,12.15,2015-16,August
solar,Andhra Pradesh,31.29,2015-16,December
solar,Andhra Pradesh,40.32,2015-16,February
solar,Andhra Pradesh,35.3,2015-16,January
solar,Andhra Pradesh,12.03,2015-16,July
solar,Andhra Pradesh,10.76,2015-16,June
solar,Andhra Pradesh,51.64,2015-16,March
solar,Andhra Pradesh,13.35,2015-16,May
solar,Andhra Pradesh,28.29,2015-16,November
solar,Andhra Pradesh,18.65,2015-16,October
solar,Andhra Pradesh,13.45,2015-16,September
solar,Andhra Pradesh,76.12,2016-17,April
solar,Andhra Pradesh,162.12,2016-17,August
solar,Andhra Pradesh,179.13,2016-17,December
solar,Andhra Pradesh,202.57,2016-17,February
solar,Andhra Pradesh,188.79,2016-17,January
solar,Andhra Pradesh,116.48,2016-17,July
solar,Andhra Pradesh,124.78,2016-17,June
solar,Andhra Pradesh,247.49,2016-17,March
solar,Andhra Pradesh,116.41,2016-17,May
solar,Andhra Pradesh,189.3,2016-17,November
solar,Andhra Pradesh,189.79,2016-17,October
solar,Andhra Pradesh,144.9,2016-17,September
solar,Andhra Pradesh,266.7,2017-18,April
solar,Andhra Pradesh,307.53,2017-18,August
solar,Andhra Pradesh,368.89,2017-18,December
solar,Andhra Pradesh,402.11,2017-18,February
solar,Andhra Pradesh,370.68,2017-18,January
solar,Andhra Pradesh,321.2,2017-18,July
solar,Andhra Pradesh,304.46,2017-18,June
solar,Andhra Pradesh,440.67,2017-18,March
solar,Andhra Pradesh,332.09,2017-18,May
solar,Andhra Pradesh,317.28,2017-18,November
solar,Andhra Pradesh,323.8,2017-18,October
solar,Andhra Pradesh,314.14,2017-18,September
solar,Andhra Pradesh,434.1,2018-19,April
solar,Andhra Pradesh,372.51,2018-19,August
solar,Andhra Pradesh,335.81,2018-19,December
solar,Andhra Pradesh,391.36,2018-19,February
solar,Andhra Pradesh,394.6,2018-19,January
solar,Andhra Pradesh,354.27,2018-19,July
solar,Andhra Pradesh,378.13,2018-19,June
solar,Andhra Pradesh,593.12,2018-19,March
solar,Andhra Pradesh,435.41,2018-19,May
solar,Andhra Pradesh,361.79,2018-19,November
solar,Andhra Pradesh,431.43,2018-19,October
solar,Andhra Pradesh,441.46,2018-19,September
solar,Andhra Pradesh,547.62,2019-20,April
solar,Andhra Pradesh,423.71,2019-20,August
solar,Andhra Pradesh,375.45,2019-20,December
solar,Andhra Pradesh,579.23,2019-20,February
solar,Andhra Pradesh,506.42,2019-20,January
solar,Andhra Pradesh,451.4,2019-20,July
solar,Andhra Pradesh,532.35,2019-20,June
solar,Andhra Pradesh,644.84,2019-20,March
solar,Andhra Pradesh,579.58,2019-20,May
solar,Andhra Pradesh,461.65,2019-20,November
solar,Andhra Pradesh,349.13,2019-20,October
solar,Andhra Pradesh,403.74,2019-20,September
solar,Andhra Pradesh,601.54,2020-21,April
solar,Andhra Pradesh,492.56,2020-21,August
solar,Andhra Pradesh,555.55,2020-21,December
solar,Andhra Pradesh,689.28,2020-21,February
solar,Andhra Pradesh,636.57,2020-21,January
solar,Andhra Pradesh,528.22,2020-21,July
solar,Andhra Pradesh,519.57,2020-21,June
solar,Andhra Pradesh,794.43,2020-21,March
solar,Andhra Pradesh,670.65,2020-21,May
solar,Andhra Pradesh,476.96,2020-21,November
solar,Andhra Pradesh,511.4,2020-21,October
solar,Andhra Pradesh,479.37,2020-21,September
solar,Andhra Pradesh,740.65,2021-22,April
solar,Andhra Pradesh,604.15,2021-22,August
solar,Andhra Pradesh,631.85,2021-22,December
solar,Andhra Pradesh,732.32,2021-22,February
solar,Andhra Pradesh,691.03,2021-22,January
solar,Andhra Pradesh,546.56,2021-22,July
solar,Andhra Pradesh,731.04,2021-22,June
solar,Andhra Pradesh,764.52,2021-22,March
solar,Andhra Pradesh,738.28,2021-22,May
solar,Andhra Pradesh,410.68,2021-22,November
solar,Andhra Pradesh,632.52,2021-22,October
solar,Andhra Pradesh,608.91,2021-22,September
solar,Andhra Pradesh,786.31,2022-23,April
solar,Andhra Pradesh,639.37,2022-23,August
solar,Andhra Pradesh,617.09,2022-23,December
solar,Andhra Pradesh,754.85,2022-23,February
solar,Andhra Pradesh,773.33,2022-23,January
solar,Andhra Pradesh,571.47,2022-23,July
solar,Andhra Pradesh,710.95,2022-23,June
solar,Andhra Pradesh,784.13,2022-23,March
solar,Andhra Pradesh,673.6,2022-23,May
solar,Andhra Pradesh,573.19,2022-23,November
solar,Andhra Pradesh,634.24,2022-23,October
solar,Andhra Pradesh,622.19,2022-23,September
solar,Andhra Pradesh,800.19,2023-24,April
solar,Andhra Pradesh,696.33,2023-24,August
solar,Andhra Pradesh,578.54,2023-24,December
solar,Andhra Pradesh,823.87,2023-24,February
solar,Andhra Pradesh,693.16,2023-24,January
solar,Andhra Pradesh,538.3,2023-24,July
solar,Andhra Pradesh,684.04,2023-24,June
solar,Andhra Pradesh,792.1,2023-24,March
solar,Andhra Pradesh,768.36,2023-24,May
solar,Andhra Pradesh,565.85,2023-24,November
solar,Andhra Pradesh,730.8,2023-24,October
solar,Andhra Pradesh,628.49,2023-24,September
solar,Andhra Pradesh,791.54,2024-25,April
solar,Andhra Pradesh,614.75,2024-25,August
solar,Andhra Pradesh,514.99,2024-25,December
solar,Andhra Pradesh,758.41,2024-25,February
solar,Andhra Pradesh,714.51,2024-25,January
solar,Andhra Pradesh,580.95,2024-25,July
solar,Andhra Pradesh,621.11,2024-25,June
solar,Andhra Pradesh,851.2,2024-25,March
solar,Andhra Pradesh,738.3,2024-25,May
solar,Andhra Pradesh,559.41,2024-25,November
solar,Andhra Pradesh,618.85,2024-25,October
solar,Andhra Pradesh,629.47,2024-25,September
solar,Andhra Pradesh,826.88,2025-26,April
solar,Andhra Pradesh,610.33,2025-26,August
solar,Andhra Pradesh,718.41,2025-26,December
solar,Andhra Pradesh,953.91,2025-26,February
solar,Andhra Pradesh,789.37,2025-26,January
solar,Andhra Pradesh,596.25,2025-26,July
solar,Andhra Pradesh,689.15,2025-26,June
solar,Andhra Pradesh,1129.15,2025-26,March
solar,Andhra Pradesh,689.57,2025-26,May
solar,Andhra Pradesh,625.76,2025-26,November
solar,Andhra Pradesh,570.36,2025-26,October
solar,Andhra Pradesh,573.92,2025-26,September
solar,Andhra Pradesh,1156.62,2026-27,April
solar,Andhra Pradesh,0.0,2026-27,August
solar,Andhra Pradesh,0.0,2026-27,December
solar,Andhra Pradesh,0.0,2026-27,February
solar,Andhra Pradesh,0.0,2026-27,January
solar,Andhra Pradesh,943.92,2026-27,July
solar,Andhra Pradesh,985.19,2026-27,June
solar,Andhra Pradesh,0.0,2026-27,March
solar,Andhra Pradesh,1056.61,2026-27,May
solar,Andhra Pradesh,0.0,2026-27,November
solar,Andhra Pradesh,0.0,2026-27,October
solar,Andhra Pradesh,0.0,2026-27,September
solar,Arunachal Pradesh,0.02,2015-16,April
solar,Arunachal Pradesh,0.02,2015-16,August
solar,Arunachal Pradesh,0.02,2015-16,December
solar,Arunachal Pradesh,0.02,2015-16,February
solar,Arunachal Pradesh,0.02,2015-16,January
solar,Arunachal Pradesh,0.02,2015-16,July
solar,Arunachal Pradesh,0.02,2015-16,June
solar,Arunachal Pradesh,0.02,2015-16,March
solar,Arunachal Pradesh,0.02,2015-16,May
solar,Arunachal Pradesh,0.02,2015-16,November
solar,Arunachal Pradesh,0.02,2015-16,October
solar,Arunachal Pradesh,0.02,2015-16,September
solar,Arunachal Pradesh,0.01,2016-17,April
solar,Arunachal Pradesh,0.01,2016-17,August
solar,Arunachal Pradesh,0.01,2016-17,December
solar,Arunachal Pradesh,0.01,2016-17,February
solar,Arunachal Pradesh,0.01,2016-17,January
solar,Arunachal Pradesh,0.01,2016-17,July
solar,Arunachal Pradesh,0.01,2016-17,June
solar,Arunachal Pradesh,0.01,2016-17,March
solar,Arunachal Pradesh,0.0,2016-17,May
solar,Arunachal Pradesh,0.01,2016-17,November
solar,Arunachal Pradesh,0.01,2016-17,October
solar,Arunachal Pradesh,0.01,2016-17,September
solar,Arunachal Pradesh,0.01,2017-18,April
solar,Arunachal Pradesh,0.01,2017-18,August
solar,Arunachal Pradesh,0.08,2017-18,December
solar,Arunachal Pradesh,0.01,2017-18,February
solar,Arunachal Pradesh,0.06,2017-18,January
solar,Arunachal Pradesh,0.01,2017-18,July
solar,Arunachal Pradesh,0.01,2017-18,June
solar,Arunachal Pradesh,0.01,2017-18,March
solar,Arunachal Pradesh,0.01,2017-18,May
solar,Arunachal Pradesh,0.01,2017-18,November
solar,Arunachal Pradesh,0.01,2017-18,October
solar,Arunachal Pradesh,0.01,2017-18,September
solar,Arunachal Pradesh,0.09,2018-19,April
solar,Arunachal Pradesh,0.1,2018-19,August
solar,Arunachal Pradesh,0.1,2018-19,December
solar,Arunachal Pradesh,0.1,2018-19,February
solar,Arunachal Pradesh,0.12,2018-19,January
solar,Arunachal Pradesh,0.09,2018-19,July
solar,Arunachal Pradesh,0.08,2018-19,June
solar,Arunachal Pradesh,0.1,2018-19,March
solar,Arunachal Pradesh,0.11,2018-19,May
solar,Arunachal Pradesh,0.1,2018-19,November
solar,Arunachal Pradesh,0.12,2018-19,October
solar,Arunachal Pradesh,0.09,2018-19,September
solar,Arunachal Pradesh,0.11,2019-20,April
solar,Arunachal Pradesh,0.15,2019-20,August
solar,Arunachal Pradesh,0.18,2019-20,December
solar,Arunachal Pradesh,0.17,2019-20,February
solar,Arunachal Pradesh,0.16,2019-20,January
solar,Arunachal Pradesh,0.11,2019-20,July
solar,Arunachal Pradesh,0.02,2019-20,June
solar,Arunachal Pradesh,0.17,2019-20,March
solar,Arunachal Pradesh,0.09,2019-20,May
solar,Arunachal Pradesh,0.17,2019-20,November
solar,Arunachal Pradesh,0.14,2019-20,October
solar,Arunachal Pradesh,0.12,2019-20,September
solar,Arunachal Pradesh,0.17,2020-21,April
solar,Arunachal Pradesh,0.11,2020-21,August
solar,Arunachal Pradesh,0.12,2020-21,December
solar,Arunachal Pradesh,0.15,2020-21,February
solar,Arunachal Pradesh,0.12,2020-21,January
solar,Arunachal Pradesh,0.1,2020-21,July
solar,Arunachal Pradesh,0.15,2020-21,June
solar,Arunachal Pradesh,0.15,2020-21,March
solar,Arunachal Pradesh,0.15,2020-21,May
solar,Arunachal Pradesh,0.12,2020-21,November
solar,Arunachal Pradesh,0.12,2020-21,October
solar,Arunachal Pradesh,0.1,2020-21,September
solar,Arunachal Pradesh,0.15,2021-22,April
solar,Arunachal Pradesh,0.13,2021-22,August
solar,Arunachal Pradesh,0.13,2021-22,December
solar,Arunachal Pradesh,0.14,2021-22,February
solar,Arunachal Pradesh,0.13,2021-22,January
solar,Arunachal Pradesh,0.16,2021-22,July
solar,Arunachal Pradesh,0.16,2021-22,June
solar,Arunachal Pradesh,0.19,2021-22,March
solar,Arunachal Pradesh,0.17,2021-22,May
solar,Arunachal Pradesh,0.13,2021-22,November
solar,Arunachal Pradesh,0.13,2021-22,October
solar,Arunachal Pradesh,0.13,2021-22,September
solar,Arunachal Pradesh,4.19,2022-23,April
solar,Arunachal Pradesh,4.19,2022-23,August
solar,Arunachal Pradesh,0.19,2022-23,December
solar,Arunachal Pradesh,0.16,2022-23,February
solar,Arunachal Pradesh,0.19,2022-23,January
solar,Arunachal Pradesh,0.19,2022-23,July
solar,Arunachal Pradesh,4.19,2022-23,June
solar,Arunachal Pradesh,0.19,2022-23,March
solar,Arunachal Pradesh,4.19,2022-23,May
solar,Arunachal Pradesh,0.22,2022-23,November
solar,Arunachal Pradesh,0.19,2022-23,October
solar,Arunachal Pradesh,4.19,2022-23,September
solar,Arunachal Pradesh,0.19,2023-24,April
solar,Arunachal Pradesh,0.19,2023-24,August
solar,Arunachal Pradesh,0.1,2023-24,December
solar,Arunachal Pradesh,0.09,2023-24,February
solar,Arunachal Pradesh,0.13,2023-24,January
solar,Arunachal Pradesh,0.19,2023-24,July
solar,Arunachal Pradesh,0.19,2023-24,June
solar,Arunachal Pradesh,0.08,2023-24,March
solar,Arunachal Pradesh,0.2,2023-24,May
solar,Arunachal Pradesh,0.19,2023-24,November
solar,Arunachal Pradesh,0.19,2023-24,October
solar,Arunachal Pradesh,0.19,2023-24,September
solar,Arunachal Pradesh,0.09,2024-25,April
solar,Arunachal Pradesh,0.08,2024-25,August
solar,Arunachal Pradesh,0.12,2024-25,December
solar,Arunachal Pradesh,0.12,2024-25,February
solar,Arunachal Pradesh,0.12,2024-25,January
solar,Arunachal Pradesh,0.06,2024-25,July
solar,Arunachal Pradesh,0.06,2024-25,June
solar,Arunachal Pradesh,0.17,2024-25,March
solar,Arunachal Pradesh,0.1,2024-25,May
solar,Arunachal Pradesh,0.12,2024-25,November
solar,Arunachal Pradesh,0.12,2024-25,October
solar,Arunachal Pradesh,0.12,2024-25,September
solar,Arunachal Pradesh,0.21,2025-26,April
solar,Arunachal Pradesh,0.15,2025-26,August
solar,Arunachal Pradesh,0.13,2025-26,December
solar,Arunachal Pradesh,0.08,2025-26,February
solar,Arunachal Pradesh,0.09,2025-26,January
solar,Arunachal Pradesh,0.15,2025-26,July
solar,Arunachal Pradesh,0.17,2025-26,June
solar,Arunachal Pradesh,0.08,2025-26,March
solar,Arunachal Pradesh,0.94,2025-26,May
solar,Arunachal Pradesh,0.13,2025-26,November
solar,Arunachal Pradesh,0.13,2025-26,October
solar,Arunachal Pradesh,0.13,2025-26,September
solar,Arunachal Pradesh,0.06,2026-27,April
solar,Arunachal Pradesh,0.0,2026-27,August
solar,Arunachal Pradesh,0.0,2026-27,December
solar,Arunachal Pradesh,0.0,2026-27,February
solar,Arunachal Pradesh,0.0,2026-27,January
solar,Arunachal Pradesh,0.0,2026-27,July
solar,Arunachal Pradesh,0.07,2026-27,June
solar,Arunachal Pradesh,0.0,2026-27,March
solar,Arunachal Pradesh,0.07,2026-27,May
solar,Arunachal Pradesh,0.0,2026-27,November
solar,Arunachal Pradesh,0.0,2026-27,October
solar,Arunachal Pradesh,0.0,2026-27,September
solar,Assam,0.71,2015-16,April
solar,Assam,3.09,2015-16,August
solar,Assam,3.41,2015-16,December
solar,Assam,4.14,2015-16,February
solar,Assam,3.65,2015-16,January
solar,Assam,2.35,2015-16,July
solar,Assam,2.98,2015-16,June
solar,Assam,4.51,2015-16,March
solar,Assam,0.67,2015-16,May
solar,Assam,0.0,2015-16,November
solar,Assam,3.09,2015-16,October
solar,Assam,2.99,2015-16,September
solar,Assam,44.79,2016-17,April
solar,Assam,4.39,2016-17,August
solar,Assam,1.84,2016-17,December
solar,Assam,0.0,2016-17,February
solar,Assam,2.85,2016-17,January
solar,Assam,4.29,2016-17,July
solar,Assam,4.32,2016-17,June
solar,Assam,0.0,2016-17,March
solar,Assam,4.53,2016-17,May
solar,Assam,4.32,2016-17,November
solar,Assam,4.21,2016-17,October
solar,Assam,4.32,2016-17,September
solar,Assam,0.45,2017-18,April
solar,Assam,0.66,2017-18,August
solar,Assam,2.68,2017-18,December
solar,Assam,0.43,2017-18,February
solar,Assam,0.51,2017-18,January
solar,Assam,0.54,2017-18,July
solar,Assam,0.42,2017-18,June
solar,Assam,0.59,2017-18,March
solar,Assam,0.54,2017-18,May
solar,Assam,0.64,2017-18,November
solar,Assam,0.48,2017-18,October
solar,Assam,0.44,2017-18,September
solar,Assam,0.53,2018-19,April
solar,Assam,0.53,2018-19,August
solar,Assam,0.63,2018-19,December
solar,Assam,0.51,2018-19,February
solar,Assam,0.66,2018-19,January
solar,Assam,0.47,2018-19,July
solar,Assam,0.48,2018-19,June
solar,Assam,0.6,2018-19,March
solar,Assam,0.55,2018-19,May
solar,Assam,0.61,2018-19,November
solar,Assam,0.63,2018-19,October
solar,Assam,0.53,2018-19,September
solar,Assam,0.49,2019-20,April
solar,Assam,0.58,2019-20,August
solar,Assam,0.68,2019-20,December
solar,Assam,0.5,2019-20,February
solar,Assam,0.48,2019-20,January
solar,Assam,0.38,2019-20,July
solar,Assam,0.43,2019-20,June
solar,Assam,0.56,2019-20,March
solar,Assam,0.38,2019-20,May
solar,Assam,0.66,2019-20,November
solar,Assam,0.54,2019-20,October
solar,Assam,0.47,2019-20,September
solar,Assam,0.56,2020-21,April
solar,Assam,0.51,2020-21,August
solar,Assam,0.57,2020-21,December
solar,Assam,3.98,2020-21,February
solar,Assam,0.57,2020-21,January
solar,Assam,0.38,2020-21,July
solar,Assam,0.41,2020-21,June
solar,Assam,4.65,2020-21,March
solar,Assam,0.16,2020-21,May
solar,Assam,0.58,2020-21,November
solar,Assam,0.56,2020-21,October
solar,Assam,0.44,2020-21,September
solar,Assam,5.19,2021-22,April
solar,Assam,5.48,2021-22,August
solar,Assam,7.19,2021-22,December
solar,Assam,9.37,2021-22,February
solar,Assam,7.89,2021-22,January
solar,Assam,5.34,2021-22,July
solar,Assam,5.07,2021-22,June
solar,Assam,11.54,2021-22,March
solar,Assam,4.19,2021-22,May
solar,Assam,7.45,2021-22,November
solar,Assam,7.45,2021-22,October
solar,Assam,5.48,2021-22,September
solar,Assam,9.28,2022-23,April
solar,Assam,21.34,2022-23,August
solar,Assam,20.76,2022-23,December
solar,Assam,18.26,2022-23,February
solar,Assam,22.03,2022-23,January
solar,Assam,11.33,2022-23,July
solar,Assam,12.44,2022-23,June
solar,Assam,23.89,2022-23,March
solar,Assam,16.81,2022-23,May
solar,Assam,20.07,2022-23,November
solar,Assam,20.07,2022-23,October
solar,Assam,20.07,2022-23,September
solar,Assam,27.51,2023-24,April
solar,Assam,23.66,2023-24,August
solar,Assam,27.15,2023-24,December
solar,Assam,23.71,2023-24,February
solar,Assam,26.47,2023-24,January
solar,Assam,25.54,2023-24,July
solar,Assam,23.97,2023-24,June
solar,Assam,27.66,2023-24,March
solar,Assam,27.51,2023-24,May
solar,Assam,27.67,2023-24,November
solar,Assam,27.67,2023-24,October
solar,Assam,27.78,2023-24,September
solar,Assam,28.6,2024-25,April
solar,Assam,25.73,2024-25,August
solar,Assam,26.76,2024-25,December
solar,Assam,23.62,2024-25,February
solar,Assam,24.84,2024-25,January
solar,Assam,25.91,2024-25,July
solar,Assam,20.62,2024-25,June
solar,Assam,27.99,2024-25,March
solar,Assam,27.27,2024-25,May
solar,Assam,26.76,2024-25,November
solar,Assam,19.57,2024-25,October
solar,Assam,27.86,2024-25,September
solar,Assam,25.03,2025-26,April
solar,Assam,27.54,2025-26,August
solar,Assam,28.68,2025-26,December
solar,Assam,28.68,2025-26,February
solar,Assam,28.68,2025-26,January
solar,Assam,27.54,2025-26,July
solar,Assam,25.22,2025-26,June
solar,Assam,32.31,2025-26,March
solar,Assam,22.66,2025-26,May
solar,Assam,28.68,2025-26,November
solar,Assam,27.54,2025-26,October
solar,Assam,27.54,2025-26,September
solar,Assam,28.68,2026-27,April
solar,Assam,0.0,2026-27,August
solar,Assam,0.0,2026-27,December
solar,Assam,0.0,2026-27,February
solar,Assam,0.0,2026-27,January
solar,Assam,36.42,2026-27,July
solar,Assam,32.32,2026-27,June
solar,Assam,0.0,2026-27,March
solar,Assam,36.62,2026-27,May
solar,Assam,0.0,2026-27,November
solar,Assam,0.0,2026-27,October
solar,Assam,0.0,2026-27,September
solar,Bihar,0.0,2015-16,April
solar,Bihar,0.0,2015-16,August
solar,Bihar,1.41,2015-16,December
solar,Bihar,1.57,2015-16,February
solar,Bihar,1.5,2015-16,January
solar,Bihar,0.0,2015-16,July
solar,Bihar,0.0,2015-16,June
solar,Bihar,1.91,2015-16,March
solar,Bihar,0.0,2015-16,May
solar,Bihar,0.0,2015-16,November
solar,Bihar,0.0,2015-16,October
solar,Bihar,0.0,2015-16,September
solar,Bihar,1.93,2016-17,April
solar,Bihar,4.52,2016-17,August
solar,Bihar,8.19,2016-17,December
solar,Bihar,11.86,2016-17,February
